Pos,Game,Year,Genre,Publisher,North America,Europe,Japan,Rest of World,Global
779.0,Rogue Legacy,N/A,Action,,0.0,0.0,0.0,0.0,0.0
780.0,Project Phoenix,N/A,Misc,,0.0,0.0,0.0,0.0,0.0
781.0,Rui wa Tomo o Yobu,2013,Misc,5pb,0.0,0.0,0.0,0.0,0.0
782.0,Rozen Maiden: Wechseln Sie Welt ab,2014,Misc,5pb,0.0,0.0,0.0,0.0,0.0
783.0,Drifter: A Space Trading Game,N/A,Simulation,,0.0,0.0,0.0,0.0,0.0
784.0,Volume,N/A,Action,,0.0,0.0,0.0,0.0,0.0
785.0,Open Me!,N/A,Misc,,0.0,0.0,0.0,0.0,0.0
786.0,BreakQuest: Extra Evolution,N/A,Misc,,0.0,0.0,0.0,0.0,0.0
787.0,Sweet Fuse: At Your Side,N/A,Misc,,0.0,0.0,0.0,0.0,0.0
788.0,Ms. Germinator,N/A,Misc,,0.0,0.0,0.0,0.0,0.0
789.0,SteamWorld Dig: A Fistful of Dirt,N/A,Platform,,0.0,0.0,0.0,0.0,0.0
790.0,Risk of Rain,N/A,Misc,,0.0,0.0,0.0,0.0,0.0
791.0,Helldivers,N/A,Misc,,0.0,0.0,0.0,0.0,0.0
792.0,RESOGUN,N/A,Shooter,,0.0,0.0,0.0,0.0,0.0
793.0,Murasaki Baby,N/A,Action,,0.0,0.0,0.0,0.0,0.0
794.0,Hotline Miami 2: Wrong Number,N/A,Misc,,0.0,0.0,0.0,0.0,0.0
795.0,WonderFlick,2014,Misc,Level 5,0.0,0.0,0.0,0.0,0.0
796.0,Monochroma,2014,Misc,Unknown,0.0,0.0,0.0,0.0,0.0
797.0,Unmechanical,N/A,Puzzle,,0.0,0.0,0.0,0.0,0.0
798.0,Divekick,N/A,Misc,,0.0,0.0,0.0,0.0,0.0
799.0,Hyper Light Drifter,N/A,Role-Playing,,0.0,0.0,0.0,0.0,0.0
800.0,Lone Survivor,N/A,Misc,,0.0,0.0,0.0,0.0,0.0
801.0,OlliOlli,N/A,Misc,,0.0,0.0,0.0,0.0,0.0
802.0,Switch Galaxy Ultra,N/A,Misc,,0.0,0.0,0.0,0.0,0.0
803.0,Legend of Raven,N/A,Misc,,0.0,0.0,0.0,0.0,0.0
804.0,Mighty No. 9,N/A,Misc,,0.0,0.0,0.0,0.0,0.0
805.0,Deemo,N/A,Action,,0.0,0.0,0.0,0.0,0.0
806.0,Stealth Inc.,N/A,Misc,,0.0,0.0,0.0,0.0,0.0
807.0,Tales from the Borderlands,2015,Adventure,Telltale Games,0.0,0.0,0.0,0.0,0.0
808.0,Kodoku,N/A,Misc,,0.0,0.0,0.0,0.0,0.0
809.0,Knytt Underground,N/A,Misc,,0.0,0.0,0.0,0.0,0.0
810.0,Rebellion Run: Dash or Capture,N/A,Misc,,0.0,0.0,0.0,0.0,0.0
811.0,Fantasy Hero: Unsigned Legacy,2014,Misc,Arc System Works,0.0,0.0,0.0,0.0,0.0
812.0,Broken Sword 5 - the Serpents Curse,N/A,Misc,,0.0,0.0,0.0,0.0,0.0
813.0,Makai Ichiban Kan,2015,Misc,Compile Heart,0.0,0.0,0.0,0.0,0.0
814.0,El Chavo Kart,2020,Misc,Slang,0.0,0.0,0.0,0.0,0.0
815.0, Mahjong World Contest ,N/A,Misc,,0.0,0.0,0.0,0.0,0.0
816.0,Project Root,N/A,Misc,,0.0,0.0,0.0,0.0,0.0
817.0,Pavilion,N/A,Misc,,0.0,0.0,0.0,0.0,0.0
818.0,Creatures and Castles VX,N/A,Misc,,0.0,0.0,0.0,0.0,0.0
819.0,forma.8,N/A,Misc,,0.0,0.0,0.0,0.0,0.0
820.0,Galatea,N/A,Misc,,0.0,0.0,0.0,0.0,0.0
821.0,Kingdom Three Musketeers,N/A,Misc,,0.0,0.0,0.0,0.0,0.0
822.0,Trolly Bird,N/A,Misc,,0.0,0.0,0.0,0.0,0.0
823.0,Mahou Shoujo Taisen Zanbatsu,N/A,Misc,,0.0,0.0,0.0,0.0,0.0
824.0,Dekamori Senran Kagura,N/A,Misc,,0.0,0.0,0.0,0.0,0.0
825.0,Fort Defense North Menace,N/A,Misc,,0.0,0.0,0.0,0.0,0.0
826.0,The Irregular at Magic High School: Out of Order,2014,Misc,Namco Bandai Games,0.0,0.0,0.0,0.0,0.0
827.0,Aztez,N/A,Misc,,0.0,0.0,0.0,0.0,0.0
828.0,Ore ni Hatarakette Iwaretemo Otsu,N/A,Misc,,0.0,0.0,0.0,0.0,0.0
829.0,Flame Over,N/A,Misc,,0.0,0.0,0.0,0.0,0.0
830.0,Boot Hill Heroes,N/A,Misc,,0.0,0.0,0.0,0.0,0.0
831.0,Cult County,2015,Misc,Renegade Kid,0.0,0.0,0.0,0.0,0.0
832.0,Z-Run ,N/A,Misc,,0.0,0.0,0.0,0.0,0.0
833.0,Citizens of Earth,N/A,Misc,,0.0,0.0,0.0,0.0,0.0
834.0,Road Not Taken,N/A,Misc,,0.0,0.0,0.0,0.0,0.0
835.0,Sekai Seifuku: Costume Fes,N/A,Misc,,0.0,0.0,0.0,0.0,0.0
836.0,Severed,N/A,Misc,,0.0,0.0,0.0,0.0,0.0
837.0,Backgammon Blitz,N/A,Misc,,0.0,0.0,0.0,0.0,0.0
838.0,Hitman GO,N/A,Puzzle,,0.0,0.0,0.0,0.0,0.0
839.0, MechRunner,N/A,Misc,,0.0,0.0,0.0,0.0,0.0
840.0,"Heart Forth, Alicia",N/A,Misc,,0.0,0.0,0.0,0.0,0.0
841.0,Origami Kami,2014,Misc,Valhalla Game Studios,0.0,0.0,0.0,0.0,0.0
842.0,Crazy Market,N/A,Misc,,0.0,0.0,0.0,0.0,0.0
843.0,Montezuma Blitz,N/A,Misc,,0.0,0.0,0.0,0.0,0.0
844.0,MouseCraft,N/A,Misc,,0.0,0.0,0.0,0.0,0.0
845.0,Crimsonland,N/A,Shooter,,0.0,0.0,0.0,0.0,0.0
846.0,Son of Scoregasm,N/A,Misc,,0.0,0.0,0.0,0.0,0.0
847.0,Life of Pixel,N/A,Misc,,0.0,0.0,0.0,0.0,0.0
848.0,"Motto Ane, Chan to Shiyouyo!",2014,Misc,NetRevo,0.0,0.0,0.0,0.0,0.0
849.0,Red Goddess,N/A,Misc,,0.0,0.0,0.0,0.0,0.0
850.0,Lemmings Touch,N/A,Misc,,0.0,0.0,0.0,0.0,0.0
851.0,Haunt the House: Terrortown,N/A,Action,,0.0,0.0,0.0,0.0,0.0
852.0,EarthNight,N/A,Action,,0.0,0.0,0.0,0.0,0.0
853.0,One Way Trip,N/A,Adventure,,0.0,0.0,0.0,0.0,0.0
854.0,Reel Fishing: Master's Challenge,2020,Sports,Natsume,0.0,0.0,0.0,0.0,0.0
855.0,Entwined,2014,Action,Sony Computer Entertainment,0.0,0.0,0.0,0.0,0.0
856.0,Broforce,N/A,Action,,0.0,0.0,0.0,0.0,0.0
857.0,Blast 'Em Bunnies,N/A,Action,,0.0,0.0,0.0,0.0,0.0
858.0,Woah Dave!,N/A,Action,,0.0,0.0,0.0,0.0,0.0
859.0,Metrico,N/A,Puzzle,,0.0,0.0,0.0,0.0,0.0
860.0,Magical Beat,N/A,Puzzle,,0.0,0.0,0.0,0.0,0.0
861.0,Fat Dragons,N/A,Action,,0.0,0.0,0.0,0.0,0.0
862.0,Instant Dungeon!,N/A,Role-Playing,,0.0,0.0,0.0,0.0,0.0
863.0,Tuffy the Corgi and the Tower of Bones,N/A,Platform,,0.0,0.0,0.0,0.0,0.0
864.0,Pop Bugs Zap,N/A,Misc,,0.0,0.0,0.0,0.0,0.0
865.0,Rollers of the Realm,N/A,Role-Playing,,0.0,0.0,0.0,0.0,0.0
866.0,Q*bert: Rebooted,N/A,Action,,0.0,0.0,0.0,0.0,0.0
867.0,Rail Wars,2014,Adventure,5pb,0.0,0.0,0.0,0.0,0.0
868.0,Soushuu Senshinkan Gakuen: Hachimyoujin - Ten no Koku,2014,Adventure,Unknown,0.0,0.0,0.0,0.0,0.0
869.0,Judas Code,N/A,Role-Playing,,0.0,0.0,0.0,0.0,0.0
870.0,Inner City Kids,N/A,Strategy,,0.0,0.0,0.0,0.0,0.0
871.0,High School DxD: New Fight ,N/A,Role-Playing,,0.0,0.0,0.0,0.0,0.0
872.0,The Hungry Horde,N/A,Action,,0.0,0.0,0.0,0.0,0.0
873.0,M3 The Dark Metal: Mission Memento Mori,2014,Adventure,Namco Bandai Games,0.0,0.0,0.0,0.0,0.0
874.0,Nom Nom Galaxy,N/A,Action,,0.0,0.0,0.0,0.0,0.0
875.0,PIX the CAT,N/A,Action,,0.0,0.0,0.0,0.0,0.0
876.0,Kick & Fennick,N/A,Adventure,,0.0,0.0,0.0,0.0,0.0
877.0,Titan Souls,N/A,Action,,0.0,0.0,0.0,0.0,0.0
878.0,OniKira: Demon Killer,N/A,Action,,0.0,0.0,0.0,0.0,0.0
879.0,Chaos;Head Dual,2014,Visual Novel,5pb,0.0,0.0,0.0,0.0,0.0
880.0,Salt and Sanctuary,N/A,Action,,0.0,0.0,0.0,0.0,0.0
881.0,Alone With You,N/A,Adventure,,0.0,0.0,0.0,0.0,0.0
882.0,Run Sackboy! Run!,N/A,Platform,,0.0,0.0,0.0,0.0,0.0
883.0,Tadeo Jones y el manuscrito perdido,2014,Adventure,Deep Silver,0.0,0.0,0.0,0.0,0.0
884.0,Invokers Tournament,N/A,Action,,0.0,0.0,0.0,0.0,0.0
885.0,Darkest Dungeon,N/A,Role-Playing,,0.0,0.0,0.0,0.0,0.0
886.0,OlliOlli 2: Welcome to Olliwood,N/A,Platform,,0.0,0.0,0.0,0.0,0.0
887.0,Exogenesis: Perils of Rebirth,N/A,Adventure,,0.0,0.0,0.0,0.0,0.0
888.0,Adventure Time: The Secret of the Nameless Kingdom,2014,Action,Little Orbit,0.0,0.0,0.0,0.0,0.0
889.0,The Banner Saga 2,N/A,Role-Playing,,0.0,0.0,0.0,0.0,0.0
890.0,SaGa 2015,2015,Role-Playing,Square Enix,0.0,0.0,0.0,0.0,0.0
891.0,Kadenz Fermata//Akkord:Fortissimo,2014,Adventure,5pb,0.0,0.0,0.0,0.0,0.0
892.0,Saekano: How to Raise a Boring Girlfriend,2015,Adventure,5pb,0.0,0.0,0.0,0.0,0.0
893.0,Fat Princess: Piece of Cake,N/A,Puzzle,,0.0,0.0,0.0,0.0,0.0
894.0,Eiyuu Senki: The World Conquest,2014,Role-Playing,5pb,0.0,0.0,0.0,0.0,0.0
895.0,Higurashi When The Cry Sui,2015,Action,Kaga Create,0.0,0.0,0.0,0.0,0.0
896.0,Haruka naru Jikuu no Naka de 6,2015,Action,Tecmo Koei,0.0,0.0,0.0,0.0,0.0
897.0,Hyperdimension Neptunia Re;Birth 1,2013,Action,Tecmo Koei,0.0,0.0,0.0,0.0,0.0
898.0,Final Fantasy X/X-2 HD Remaster,N/A,Role-Playing,,0.0,0.0,0.0,0.0,0.0
899.0,Krinkle Krusher,N/A,Strategy,,0.0,0.0,0.0,0.0,0.0
900.0,Girl Friend Beta: Summer Vacation Spent With You,2015,Adventure,"CyberAgent, Inc.",0.0,0.0,0.0,0.0,0.0
901.0,Mobile Suit Gundam: Battle Fortress,N/A,Simulation,,0.0,0.0,0.0,0.0,0.0
902.0,Nobunaga's Ambition: Creation,2015,Action,Tecmo Koei,0.0,0.0,0.0,0.0,0.0
903.0,Ikenie to Yuki no Setsuna,2016,Role-Playing,Square Enix,0.0,0.0,0.0,0.0,0.0
904.0,Punch Line,2015,Adventure,5pb,0.0,0.0,0.0,0.0,0.0
905.0,Night Watch,2015,Action,Nippon Ichi Software,0.0,0.0,0.0,0.0,0.0
906.0,Atelier Sophie,2020,Role-Playing,Gust,0.0,0.0,0.0,0.0,0.0
907.0,Death Under the Labyrinth,2015,Role-Playing,Compile Heart,0.0,0.0,0.0,0.0,0.0
908.0,Dengeki Bunko: Fighting Climax Ignition,2015,Action,Sega,0.0,0.0,0.0,0.0,0.0
909.0,Amnesia: Memories,2013,Adventure,Idea Factory,0.0,0.0,0.0,0.0,0.0
910.0,Seraph of the End: The Origin of Fate,2020,Role-Playing,Namco Bandai Games,0.0,0.0,0.0,0.0,0.0
911.0,Muse: Together Is the New Alone,N/A,Adventure,,0.0,0.0,0.0,0.0,0.0
912.0,Cross Reverie,2017,Role-Playing,Sinxsoft,0.0,0.0,0.0,0.0,0.0
913.0,Killing Bites,2016,Action,Unknown,0.0,0.0,0.0,0.0,0.0
914.0,The Asterisk War: The Academy City of the Water Houka Kenran,2016,Action,Namco Bandai Games,0.0,0.0,0.0,0.0,0.0
915.0,Minecraft: Story Mode,2020,Adventure,Mojang,0.0,0.0,0.0,0.0,0.0
916.0,Tiny Troopers Joint Ops,2014,Action,Unknown,0.0,0.0,0.0,0.0,0.0
917.0,Sly Cooper Collection,2014,Action,Sony Computer Entertainment,0.0,0.0,0.0,0.0,0.0
918.0,MOTOGP 13,2013,Action,Milestone,0.0,0.0,0.0,0.0,0.0
919.0,WRC 3: FIA World Rally Championship,2012,Action,PQube,0.0,0.0,0.0,0.0,0.0
920.0,Norn9: Var Commons,2014,Action,Aksys Games,0.0,0.0,0.0,0.0,0.0
921.0,God Wars: Beyond Time,2016,Role-Playing,Kadokawa Games,0.0,0.0,0.0,0.0,0.0
922.0,Read Only Memories,N/A,Adventure,,0.0,0.0,0.0,0.0,0.0
923.0,Shakedown Hawaii,N/A,Action,,0.0,0.0,0.0,0.0,0.0
924.0,Nights of Azure,2015,Action,Tecmo Koei,0.0,0.0,0.0,0.0,0.0
925.0,Jikkyou Powerful Pro Baseball Success Special,N/A,Sports,,0.0,0.0,0.0,0.0,0.0
926.0,Rose and the Old Castle of Twilight,2016,Platform,Nippon Ichi Software,0.0,0.0,0.0,0.0,0.0
927.0,Adventures of Mana,N/A,Role-Playing,,0.0,0.0,0.0,0.0,0.0
928.0,The Binding of Isaac: Rebirth,N/A,Action,,0.0,0.0,0.0,0.0,0.0
929.0,Reco Love: Gold Beach,2016,Adventure,Kadokawa Games,0.0,0.0,0.0,0.0,0.0
930.0,Tokyo Xanadu eX+,2017,Role-Playing,Aksys Games,0.0,0.0,0.0,0.0,0.0
931.0,Berserk Musou,2016,Action,Tecmo Koei,0.0,0.0,0.0,0.0,0.0
932.0,PlayStation VR Worlds,2016,Misc,Sony Computer Entertainment,0.0,0.0,0.0,0.0,0.0
933.0,PriministAr,2016,Adventure,Entergram,0.0,0.0,0.0,0.0,0.0
934.0,Fallen Legion: Flames of Rebellion,N/A,Role-Playing,,0.0,0.0,0.0,0.0,0.0
935.0,,N/A,,,0.0,0.0,0.0,0.0,0.0
